series,month,value
T29080,2014-04-01,1650.0
T29080,2014-05-01,1640.0
T29080,2014-06-01,1640.0
T29080,2014-07-01,1650.0
T29080,2014-08-01,1660.0
T29080,2014-09-01,1640.0
T29080,2014-10-01,1640.0
T29080,2014-11-01,1640.0
T29080,2014-12-01,1640.0
T29080,2015-01-01,1660.0
T29080,2015-02-01,1650.0
T29080,2015-03-01,1650.0
T29080,2015-04-01,1660.0
T29080,2015-05-01,1670.0
T29080,2015-06-01,1670.0
T29080,2015-07-01,1700.0
T29080,2015-08-01,1700.0
T29080,2015-09-01,1700.0
T29080,2015-10-01,1730.0
T29080,2015-11-01,1740.0
T29080,2015-12-01,1740.0
T29080,2016-01-01,1730.0
T29080,2016-02-01,1730.0
T29080,2016-03-01,1740.0
T29080,2016-04-01,1730.0
T29080,2016-05-01,1730.0
T29080,2016-06-01,1710.0
T29080,2016-07-01,1720.0
T29080,2016-08-01,1710.0
T29080,2016-09-01,1720.0
T29080,2016-10-01,1740.0
T29080,2016-11-01,1760.0
T29080,2016-12-01,1770.0
T29256,2003-07-01,7200.0
T29256,2003-08-01,7290.0
T29256,2003-09-01,7280.0
T29256,2003-10-01,7300.0
T29256,2003-11-01,7300.0
T29256,2003-12-01,7410.0
T29256,2004-01-01,7370.0
T29256,2004-02-01,7480.0
T29256,2004-03-01,7630.0
T29256,2004-04-01,7770.0
T29256,2004-05-01,7810.0
T29256,2004-06-01,7860.0
T29256,2004-07-01,7940.0
T29256,2004-08-01,7980.0
T29256,2004-09-01,8070.0
T29256,2004-10-01,8280.0
T29256,2004-11-01,8290.0
T29256,2004-12-01,8360.0
T29256,2005-01-01,8310.0
T29256,2005-02-01,8440.0
T29256,2005-03-01,8540.0
T29256,2005-04-01,8600.0
T29256,2005-05-01,8700.0
T29256,2005-06-01,8780.0
T29256,2005-07-01,8940.0
T29256,2005-08-01,8970.0
T29256,2005-09-01,9020.0
T29256,2005-10-01,9050.0
T29256,2005-11-01,9170.0
T29256,2005-12-01,9220.0
T29256,2006-01-01,9100.0
T29256,2006-02-01,9210.0
T29256,2006-03-01,9330.0
T29256,2006-04-01,9400.0
T29256,2006-05-01,9470.0
T29256,2006-06-01,9530.0
T29256,2006-07-01,9450.0
T29256,2006-08-01,9500.0
T29256,2006-09-01,9460.0
T29256,2006-10-01,9370.0
T29256,2006-11-01,9290.0
T29256,2006-12-01,9270.0
T29256,2007-01-01,9130.0
T29256,2007-02-01,9130.0
T29256,2007-03-01,9220.0
T29256,2007-04-01,8890.0
T29256,2007-05-01,8880.0
T29256,2007-06-01,8900.0
T29256,2007-07-01,8630.0
T29256,2007-08-01,8560.0
T29256,2007-09-01,8490.0
T29256,2007-10-01,8310.0
T29256,2007-11-01,8240.0
T29256,2007-12-01,8220.0
T29256,2008-01-01,7920.0
T29256,2008-02-01,8000.0
T29256,2008-03-01,7980.0
T29256,2008-04-01,7800.0
T29256,2008-05-01,7780.0
T29256,2008-06-01,7790.0
T29256,2008-07-01,7580.0
T29256,2008-08-01,7510.0
T29256,2008-09-01,7410.0
T29256,2008-10-01,7210.0
T29256,2008-11-01,7050.0
T29256,2008-12-01,6910.0
T29256,2009-01-01,6440.0
T29256,2009-02-01,6320.0
T29256,2009-03-01,6230.0
T29256,2009-04-01,6120.0
T29256,2009-05-01,6040.0
T29256,2009-06-01,6020.0
T29256,2009-07-01,5920.0
T29256,2009-08-01,5880.0
T29256,2009-09-01,5820.0
T29256,2009-10-01,5700.0
T29256,2009-11-01,5590.0
T29256,2009-12-01,5520.0
T29256,2010-01-01,5240.0
T29256,2010-02-01,5240.0
T29256,2010-03-01,5260.0
T29256,2010-04-01,5220.0
T29256,2010-05-01,5270.0
T29256,2010-06-01,5270.0
T29256,2010-07-01,5300.0
T29256,2010-08-01,5270.0
T29256,2010-09-01,5220.0
T29256,2010-10-01,5240.0
T29256,2010-11-01,5160.0
T29256,2010-12-01,5140.0
T29256,2011-01-01,5010.0
T29256,2011-02-01,5050.0
T29256,2011-03-01,5130.0
T29256,2011-04-01,5200.0
T29256,2011-05-01,5250.0
T29256,2011-06-01,5250.0
T29256,2011-07-01,5280.0
T29256,2011-08-01,5260.0
T29256,2011-09-01,5330.0
T29256,2011-10-01,5320.0
T29256,2011-11-01,5280.0
T29256,2011-12-01,5290.0
T29256,2012-01-01,5130.0
T29256,2012-02-01,5200.0
T29256,2012-03-01,5260.0
T29256,2012-04-01,5280.0
T29256,2012-05-01,5350.0
T29256,2012-06-01,5440.0
T29256,2012-07-01,5400.0
T29256,2012-08-01,5450.0
T29256,2012-09-01,5450.0
T29256,2012-10-01,5470.0
T29256,2012-11-01,5500.0
T29256,2012-12-01,5510.0
T29256,2013-01-01,5340.0
T29256,2013-02-01,5400.0
T29256,2013-03-01,5480.0
T29256,2013-04-01,5550.0
T29256,2013-05-01,5620.0
T29256,2013-06-01,5680.0
T29256,2013-07-01,5680.0
T29256,2013-08-01,5740.0
T29256,2013-09-01,5760.0
T29256,2013-10-01,5800.0
T29256,2013-11-01,5880.0
T29256,2013-12-01,5850.0
T29256,2014-01-01,5680.0
T29256,2014-02-01,5780.0
T29256,2014-03-01,5850.0
T29256,2014-04-01,5960.0
T29256,2014-05-01,6050.0
T29256,2014-06-01,6140.0
T29256,2014-07-01,6150.0
T29256,2014-08-01,6180.0
T29256,2014-09-01,6180.0
T29256,2014-10-01,6190.0
T29256,2014-11-01,6170.0
T29256,2014-12-01,6180.0
T29256,2015-01-01,6090.0
T29256,2015-02-01,6160.0
T29256,2015-03-01,6240.0
T29256,2015-04-01,6320.0
T29256,2015-05-01,6380.0
T29256,2015-06-01,6460.0
T29256,2015-07-01,6480.0
T29256,2015-08-01,6540.0
T29256,2015-09-01,6580.0
T29256,2015-10-01,6550.0
T29256,2015-11-01,6510.0
T29256,2015-12-01,6470.0
T29256,2016-01-01,6480.0
T29256,2016-02-01,6470.0
T29256,2016-03-01,6900.0
T29256,2016-04-01,6730.0
T29256,2016-05-01,6880.0
T29256,2016-06-01,6930.0
T29256,2016-07-01,6820.0
T29256,2016-08-01,6860.0
T29256,2016-09-01,6940.0
T29256,2016-10-01,7020.0
T29256,2016-11-01,7100.0
T29256,2016-12-01,7310.0
T29661,2003-07-01,1860.0
T29661,2003-08-01,1850.0
T29661,2003-09-01,1830.0
T29661,2003-10-01,1840.0
T29661,2003-11-01,1850.0
T29661,2003-12-01,1850.0
T29661,2004-01-01,1800.0
T29661,2004-02-01,1800.0
T29661,2004-03-01,1810.0
T29661,2004-04-01,1800.0
T29661,2004-05-01,1790.0
T29661,2004-06-01,1810.0
T29661,2004-07-01,1790.0
T29661,2004-08-01,1800.0
T29661,2004-09-01,1800.0
T29661,2004-10-01,1810.0
T29661,2004-11-01,1810.0
T29661,2004-12-01,1820.0
T29661,2005-01-01,1790.0
T29661,2005-02-01,1800.0
T29661,2005-03-01,1790.0
T29661,2005-04-01,1790.0
T29661,2005-05-01,1790.0
T29661,2005-06-01,1790.0
T29661,2005-07-01,1800.0
T29661,2005-08-01,1790.0
T29661,2005-09-01,1770.0
T29661,2005-10-01,1770.0
T29661,2005-11-01,1760.0
T29661,2005-12-01,1770.0
T29661,2006-01-01,1760.0
T29661,2006-02-01,1770.0
T29661,2006-03-01,1780.0
T29661,2006-04-01,1770.0
T29661,2006-05-01,1760.0
T29661,2006-06-01,1770.0
T29661,2006-07-01,1760.0
T29661,2006-08-01,1770.0
T29661,2006-09-01,1770.0
T29661,2006-10-01,1780.0
T29661,2006-11-01,1790.0
T29661,2006-12-01,1790.0
T29661,2007-01-01,1790.0
T29661,2007-02-01,1800.0
T29661,2007-03-01,1820.0
T29661,2007-04-01,1810.0
T29661,2007-05-01,1810.0
T29661,2007-06-01,1830.0
T29661,2007-07-01,1830.0
T29661,2007-08-01,1840.0
T29661,2007-09-01,1840.0
T29661,2007-10-01,1830.0
T29661,2007-11-01,1830.0
T29661,2007-12-01,1810.0
T29661,2008-01-01,1800.0
T29661,2008-02-01,1790.0
T29661,2008-03-01,1800.0
T29661,2008-04-01,1790.0
T29661,2008-05-01,1770.0
T29661,2008-06-01,1750.0
T29661,2008-07-01,1710.0
T29661,2008-08-01,1670.0
T29661,2008-09-01,1650.0
T29661,2008-10-01,1590.0
T29661,2008-11-01,1570.0
T29661,2008-12-01,1550.0
T29661,2009-01-01,1510.0
T29661,2009-02-01,1480.0
T29661,2009-03-01,1470.0
T29661,2009-04-01,1390.0
T29661,2009-05-01,1370.0
T29661,2009-06-01,1350.0
T29661,2009-07-01,1320.0
T29661,2009-08-01,1300.0
T29661,2009-09-01,1300.0
T29661,2009-10-01,1280.0
T29661,2009-11-01,1270.0
T29661,2009-12-01,1260.0
T29661,2010-01-01,1240.0
T29661,2010-02-01,1230.0
T29661,2010-03-01,1230.0
T29661,2010-04-01,1240.0
T29661,2010-05-01,1260.0
T29661,2010-06-01,1280.0
T29661,2010-07-01,1300.0
T29661,2010-08-01,1310.0
T29661,2010-09-01,1310.0
T29661,2010-10-01,1320.0
T29661,2010-11-01,1310.0
T29661,2010-12-01,1330.0
T29661,2011-01-01,1310.0
T29661,2011-02-01,1310.0
T29661,2011-03-01,1320.0
T29661,2011-04-01,1330.0
T29661,2011-05-01,1350.0
T29661,2011-06-01,1360.0
T29661,2011-07-01,1360.0
T29661,2011-08-01,1370.0
T29661,2011-09-01,1380.0
T29661,2011-10-01,1350.0
T29661,2011-11-01,1370.0
T29661,2011-12-01,1380.0
T29661,2012-01-01,1380.0
T29661,2012-02-01,1380.0
T29661,2012-03-01,1390.0
T29661,2012-04-01,1380.0
T29661,2012-05-01,1380.0
T29661,2012-06-01,1390.0
T29661,2012-07-01,1400.0
T29661,2012-08-01,1410.0
T29661,2012-09-01,1410.0
T29661,2012-10-01,1400.0
T29661,2012-11-01,1390.0
T29661,2012-12-01,1410.0
T29661,2013-01-01,1410.0
T29661,2013-02-01,1420.0
T29661,2013-03-01,1430.0
T29661,2013-04-01,1420.0
T29661,2013-05-01,1430.0
T29661,2013-06-01,1430.0
T29661,2013-07-01,1430.0
T29661,2013-08-01,1430.0
T29661,2013-09-01,1430.0
T29661,2013-10-01,1420.0
T29661,2013-11-01,1420.0
T29661,2013-12-01,1420.0
T29661,2014-01-01,1430.0
T29661,2014-02-01,1440.0
T29661,2014-03-01,1450.0
T29661,2014-04-01,1450.0
T29661,2014-05-01,1460.0
T29661,2014-06-01,1470.0
T29661,2014-07-01,1490.0
T29661,2014-08-01,1490.0
T29661,2014-09-01,1480.0
T29661,2014-10-01,1480.0
T29661,2014-11-01,1490.0
T29661,2014-12-01,1500.0
T29661,2015-01-01,1500.0
T29661,2015-02-01,1510.0
T29661,2015-03-01,1500.0
T29661,2015-04-01,1490.0
T29661,2015-05-01,1500.0
T29661,2015-06-01,1500.0
T29661,2015-07-01,1490.0
T29661,2015-08-01,1480.0
T29661,2015-09-01,1460.0
T29661,2015-10-01,1430.0
T29661,2015-11-01,1430.0
T29661,2015-12-01,1430.0
T29661,2016-01-01,1430.0
T29661,2016-02-01,1430.0
T29661,2016-03-01,1440.0
T29661,2016-04-01,1440.0
T29661,2016-05-01,1450.0
T29661,2016-06-01,1450.0
T29661,2016-07-01,1460.0
T29661,2016-08-01,1460.0
T29661,2016-09-01,1450.0
T29661,2016-10-01,1450.0
T29661,2016-11-01,1450.0
T29661,2016-12-01,1450.0
T29832,2003-07-01,2640.0
T29832,2003-08-01,2650.0
T29832,2003-09-01,2640.0
T29832,2003-10-01,2660.0
T29832,2003-11-01,2620.0
T29832,2003-12-01,2590.0
T29832,2004-01-01,2560.0
T29832,2004-02-01,2600.0
T29832,2004-03-01,2610.0
T29832,2004-04-01,2670.0
T29832,2004-05-01,2720.0
T29832,2004-06-01,2750.0
T29832,2004-07-01,2800.0
T29832,2004-08-01,2830.0
T29832,2004-09-01,2830.0
T29832,2004-10-01,2820.0
T29832,2004-11-01,2790.0
T29832,2004-12-01,2790.0
T29832,2005-01-01,2750.0
T29832,2005-02-01,2770.0
T29832,2005-03-01,2780.0
T29832,2005-04-01,2800.0
T29832,2005-05-01,2820.0
T29832,2005-06-01,2850.0
T29832,2005-07-01,2940.0
T29832,2005-08-01,2980.0
T29832,2005-09-01,2980.0
T29832,2005-10-01,2930.0
T29832,2005-11-01,2900.0
T29832,2005-12-01,2890.0
T29832,2006-01-01,2850.0
T29832,2006-02-01,2860.0
T29832,2006-03-01,2880.0
T29832,2006-04-01,2910.0
T29832,2006-05-01,2930.0
T29832,2006-06-01,2970.0
T29832,2006-07-01,2990.0
T29832,2006-08-01,2990.0
T29832,2006-09-01,2990.0
T29832,2006-10-01,2940.0
T29832,2006-11-01,2910.0
T29832,2006-12-01,2910.0
T29832,2007-01-01,2840.0
T29832,2007-02-01,2860.0
T29832,2007-03-01,2850.0
T29832,2007-04-01,2860.0
T29832,2007-05-01,2890.0
T29832,2007-06-01,2920.0
T29832,2007-07-01,2980.0
T29832,2007-08-01,2980.0
T29832,2007-09-01,2960.0
T29832,2007-10-01,2920.0
T29832,2007-11-01,2890.0
T29832,2007-12-01,2850.0
T29832,2008-01-01,2760.0
T29832,2008-02-01,2750.0
T29832,2008-03-01,2730.0
T29832,2008-04-01,2700.0
T29832,2008-05-01,2670.0
T29832,2008-06-01,2690.0
T29832,2008-07-01,2610.0
T29832,2008-08-01,2580.0
T29832,2008-09-01,2530.0
T29832,2008-10-01,2480.0
T29832,2008-11-01,2400.0
T29832,2008-12-01,2280.0
T29832,2009-01-01,2030.0
T29832,2009-02-01,1940.0
T29832,2009-03-01,1870.0
T29832,2009-04-01,1870.0
T29832,2009-05-01,1870.0
T29832,2009-06-01,1910.0
T29832,2009-07-01,1920.0
T29832,2009-08-01,1920.0
T29832,2009-09-01,1920.0
T29832,2009-10-01,1890.0
T29832,2009-11-01,1830.0
T29832,2009-12-01,1790.0
T29832,2010-01-01,1760.0
T29832,2010-02-01,1750.0
T29832,2010-03-01,1770.0
T29832,2010-04-01,1820.0
T29832,2010-05-01,1830.0
T29832,2010-06-01,1870.0
T29832,2010-07-01,1880.0
T29832,2010-08-01,1890.0
T29832,2010-09-01,1870.0
T29832,2010-10-01,1870.0
T29832,2010-11-01,1820.0
T29832,2010-12-01,1780.0
T29832,2011-01-01,1750.0
T29832,2011-02-01,1760.0
T29832,2011-03-01,1750.0
T29832,2011-04-01,1770.0
T29832,2011-05-01,1820.0
T29832,2011-06-01,1830.0
T29832,2011-07-01,1850.0
T29832,2011-08-01,1870.0
T29832,2011-09-01,1880.0
T29832,2011-10-01,1850.0
T29832,2011-11-01,1830.0
T29832,2011-12-01,1810.0
T29832,2012-01-01,1760.0
T29832,2012-02-01,1760.0
T29832,2012-03-01,1760.0
T29832,2012-04-01,1780.0
T29832,2012-05-01,1820.0
T29832,2012-06-01,1860.0
T29832,2012-07-01,1900.0
T29832,2012-08-01,1930.0
T29832,2012-09-01,1910.0
T29832,2012-10-01,1890.0
T29832,2012-11-01,1850.0
T29832,2012-12-01,1840.0
T29832,2013-01-01,1800.0
T29832,2013-02-01,1800.0
T29832,2013-03-01,1810.0
T29832,2013-04-01,1840.0
T29832,2013-05-01,1870.0
T29832,2013-06-01,1900.0
T29832,2013-07-01,1940.0
T29832,2013-08-01,1960.0
T29832,2013-09-01,1950.0
T29832,2013-10-01,1950.0
T29832,2013-11-01,1940.0
T29832,2013-12-01,1900.0
T29832,2014-01-01,1900.0
T29832,2014-02-01,1900.0
T29832,2014-03-01,1920.0
T29832,2014-04-01,1940.0
T29832,2014-05-01,1960.0
T29832,2014-06-01,1990.0
T29832,2014-07-01,2020.0
T29832,2014-08-01,2020.0
T29832,2014-09-01,2020.0
T29832,2014-10-01,2000.0
T29832,2014-11-01,1970.0
T29832,2014-12-01,1950.0
T29832,2015-01-01,1930.0
T29832,2015-02-01,1940.0
T29832,2015-03-01,1940.0
T29832,2015-04-01,1980.0
T29832,2015-05-01,2010.0
T29832,2015-06-01,2020.0
T29832,2015-07-01,2070.0
T29832,2015-08-01,2070.0
T29832,2015-09-01,2070.0
T29832,2015-10-01,2060.0
T29832,2015-11-01,2030.0
T29832,2015-12-01,2030.0
T29832,2016-01-01,1990.0
T29832,2016-02-01,2010.0
T29832,2016-03-01,2020.0
T29832,2016-04-01,2030.0
T29832,2016-05-01,2040.0
T29832,2016-06-01,2080.0
T29832,2016-07-01,2110.0
T29832,2016-08-01,2140.0
T29832,2016-09-01,2120.0
T29832,2016-10-01,2110.0
T29832,2016-11-01,2080.0
T29832,2016-12-01,2040.0
T30074,2003-07-01,3500.0
T30074,2003-08-01,3520.0
T30074,2003-09-01,3530.0
T30074,2003-10-01,3600.0
T30074,2003-11-01,3580.0
T30074,2003-12-01,3580.0
T30074,2004-01-01,3510.0
T30074,2004-02-01,3490.0
T30074,2004-03-01,3520.0
T30074,2004-04-01,3550.0
T30074,2004-05-01,3620.0
T30074,2004-06-01,3630.0
T30074,2004-07-01,3670.0
T30074,2004-08-01,3690.0
T30074,2004-09-01,3670.0
T30074,2004-10-01,3770.0
T30074,2004-11-01,3700.0
T30074,2004-12-01,3720.0
T30074,2005-01-01,3530.0
T30074,2005-02-01,3550.0
T30074,2005-03-01,3550.0
T30074,2005-04-01,3630.0
T30074,2005-05-01,3730.0
T30074,2005-06-01,3730.0
T30074,2005-07-01,3840.0
T30074,2005-08-01,3810.0
T30074,2005-09-01,3830.0
T30074,2005-10-01,3830.0
T30074,2005-11-01,3770.0
T30074,2005-12-01,3700.0
T30074,2006-01-01,3610.0
T30074,2006-02-01,3580.0
T30074,2006-03-01,3590.0
T30074,2006-04-01,3590.0
T30074,2006-05-01,3700.0
T30074,2006-06-01,3700.0
T30074,2006-07-01,3680.0
T30074,2006-08-01,3720.0
T30074,2006-09-01,3800.0
T30074,2006-10-01,3980.0
T30074,2006-11-01,3970.0
T30074,2006-12-01,3960.0
T30074,2007-01-01,3710.0
T30074,2007-02-01,3730.0
T30074,2007-03-01,3820.0
T30074,2007-04-01,3810.0
T30074,2007-05-01,3850.0
T30074,2007-06-01,3910.0
T30074,2007-07-01,3880.0
T30074,2007-08-01,3900.0
T30074,2007-09-01,3970.0
T30074,2007-10-01,3990.0
T30074,2007-11-01,3950.0
T30074,2007-12-01,3910.0
T30074,2008-01-01,3820.0
T30074,2008-02-01,3810.0
T30074,2008-03-01,3840.0
T30074,2008-04-01,3790.0
T30074,2008-05-01,3790.0
T30074,2008-06-01,3810.0
T30074,2008-07-01,3730.0
T30074,2008-08-01,3790.0
T30074,2008-09-01,3730.0
T30074,2008-10-01,3730.0
T30074,2008-11-01,3640.0
T30074,2008-12-01,3550.0
T30074,2009-01-01,3370.0
T30074,2009-02-01,3370.0
T30074,2009-03-01,3380.0
T30074,2009-04-01,3330.0
T30074,2009-05-01,3380.0
T30074,2009-06-01,3340.0
T30074,2009-07-01,3290.0
T30074,2009-08-01,3300.0
T30074,2009-09-01,3310.0
T30074,2009-10-01,3390.0
T30074,2009-11-01,3390.0
T30074,2009-12-01,3390.0
T30074,2010-01-01,3220.0
T30074,2010-02-01,3200.0
T30074,2010-03-01,3300.0
T30074,2010-04-01,3360.0
T30074,2010-05-01,3440.0
T30074,2010-06-01,3490.0
T30074,2010-07-01,3540.0
T30074,2010-08-01,3580.0
T30074,2010-09-01,3680.0
T30074,2010-10-01,3710.0
T30074,2010-11-01,3700.0
T30074,2010-12-01,3670.0
T30074,2011-01-01,3570.0
T30074,2011-02-01,3580.0
T30074,2011-03-01,3670.0
T30074,2011-04-01,3710.0
T30074,2011-05-01,3740.0
T30074,2011-06-01,3670.0
T30074,2011-07-01,3700.0
T30074,2011-08-01,3700.0
T30074,2011-09-01,3810.0
T30074,2011-10-01,3820.0
T30074,2011-11-01,3890.0
T30074,2011-12-01,3690.0
T30074,2012-01-01,3670.0
T30074,2012-02-01,3720.0
T30074,2012-03-01,3780.0
T30074,2012-04-01,3840.0
T30074,2012-05-01,3900.0
T30074,2012-06-01,3970.0
T30074,2012-07-01,3970.0
T30074,2012-08-01,4040.0
T30074,2012-09-01,4150.0
T30074,2012-10-01,4110.0
T30074,2012-11-01,4010.0
T30074,2012-12-01,3990.0
T30074,2013-01-01,3770.0
T30074,2013-02-01,3800.0
T30074,2013-03-01,3870.0
T30074,2013-04-01,3800.0
T30074,2013-05-01,3860.0
T30074,2013-06-01,3830.0
T30074,2013-07-01,3800.0
T30074,2013-08-01,3850.0
T30074,2013-09-01,3870.0
T30074,2013-10-01,3860.0
T30074,2013-11-01,3900.0
T30074,2013-12-01,3810.0
T30074,2014-01-01,3740.0
T30074,2014-02-01,3700.0
T30074,2014-03-01,3810.0
T30074,2014-04-01,3930.0
T30074,2014-05-01,4030.0
T30074,2014-06-01,4040.0
T30074,2014-07-01,3960.0
T30074,2014-08-01,3980.0
T30074,2014-09-01,4080.0
T30074,2014-10-01,4160.0
T30074,2014-11-01,4190.0
T30074,2014-12-01,4150.0
T30074,2015-01-01,4130.0
T30074,2015-02-01,4130.0
T30074,2015-03-01,4280.0
T30074,2015-04-01,4340.0
T30074,2015-05-01,4480.0
T30074,2015-06-01,4460.0
T30074,2015-07-01,4400.0
T30074,2015-08-01,4480.0
T30074,2015-09-01,4590.0
T30074,2015-10-01,4740.0
T30074,2015-11-01,4730.0
T30074,2015-12-01,4780.0
T30074,2016-01-01,4820.0
T30074,2016-02-01,4770.0
T30074,2016-03-01,4840.0
T30074,2016-04-01,4830.0
T30074,2016-05-01,5000.0
T30074,2016-06-01,5020.0
T30074,2016-07-01,5100.0
T30074,2016-08-01,5060.0
T30074,2016-09-01,5030.0
T30074,2016-10-01,5120.0
T30074,2016-11-01,4990.0
T30074,2016-12-01,4830.0
T30101,2003-07-01,3770.0
T30101,2003-08-01,3770.0
T30101,2003-09-01,3670.0
T30101,2003-10-01,3700.0
T30101,2003-11-01,3700.0
T30101,2003-12-01,3700.0
T30101,2004-01-01,3620.0
T30101,2004-02-01,3650.0
T30101,2004-03-01,3630.0
T30101,2004-04-01,3650.0
T30101,2004-05-01,3690.0
T30101,2004-06-01,3730.0
T30101,2004-07-01,3730.0
T30101,2004-08-01,3740.0
T30101,2004-09-01,3720.0
T30101,2004-10-01,3720.0
T30101,2004-11-01,3710.0
T30101,2004-12-01,3740.0
T30101,2005-01-01,3650.0
T30101,2005-02-01,3660.0
T30101,2005-03-01,3640.0
T30101,2005-04-01,3670.0
T30101,2005-05-01,3680.0
T30101,2005-06-01,3720.0
T30101,2005-07-01,3700.0
T30101,2005-08-01,3710.0
T30101,2005-09-01,3680.0
T30101,2005-10-01,3690.0
T30101,2005-11-01,3690.0
T30101,2005-12-01,3690.0
T30101,2006-01-01,3600.0
T30101,2006-02-01,3590.0
T30101,2006-03-01,3560.0
T30101,2006-04-01,3600.0
T30101,2006-05-01,3620.0
T30101,2006-06-01,3650.0
T30101,2006-07-01,3650.0
T30101,2006-08-01,3650.0
T30101,2006-09-01,3620.0
T30101,2006-10-01,3640.0
T30101,2006-11-01,3650.0
T30101,2006-12-01,3660.0
T30101,2007-01-01,3580.0
T30101,2007-02-01,3580.0
T30101,2007-03-01,3570.0
T30101,2007-04-01,3580.0
T30101,2007-05-01,3600.0
T30101,2007-06-01,3630.0
T30101,2007-07-01,3620.0
T30101,2007-08-01,3610.0
T30101,2007-09-01,3570.0
T30101,2007-10-01,3580.0
T30101,2007-11-01,3580.0
T30101,2007-12-01,3590.0
T30101,2008-01-01,3510.0
T30101,2008-02-01,3530.0
T30101,2008-03-01,3510.0
T30101,2008-04-01,3510.0
T30101,2008-05-01,3510.0
T30101,2008-06-01,3540.0
T30101,2008-07-01,3550.0
T30101,2008-08-01,3530.0
T30101,2008-09-01,3510.0
T30101,2008-10-01,3490.0
T30101,2008-11-01,3460.0
T30101,2008-12-01,3410.0
T30101,2009-01-01,3260.0
T30101,2009-02-01,3240.0
T30101,2009-03-01,3160.0
T30101,2009-04-01,3100.0
T30101,2009-05-01,3080.0
T30101,2009-06-01,3070.0
T30101,2009-07-01,3080.0
T30101,2009-08-01,3100.0
T30101,2009-09-01,3080.0
T30101,2009-10-01,3080.0
T30101,2009-11-01,3070.0
T30101,2009-12-01,3090.0
T30101,2010-01-01,2980.0
T30101,2010-02-01,3010.0
T30101,2010-03-01,3000.0
T30101,2010-04-01,3030.0
T30101,2010-05-01,3050.0
T30101,2010-06-01,3090.0
T30101,2010-07-01,3110.0
T30101,2010-08-01,3100.0
T30101,2010-09-01,3070.0
T30101,2010-10-01,3090.0
T30101,2010-11-01,3080.0
T30101,2010-12-01,3090.0
T30101,2011-01-01,3020.0
T30101,2011-02-01,3070.0
T30101,2011-03-01,3030.0
T30101,2011-04-01,3050.0
T30101,2011-05-01,3080.0
T30101,2011-06-01,3130.0
T30101,2011-07-01,3140.0
T30101,2011-08-01,3160.0
T30101,2011-09-01,3130.0
T30101,2011-10-01,3150.0
T30101,2011-11-01,3150.0
T30101,2011-12-01,3190.0
T30101,2012-01-01,3110.0
T30101,2012-02-01,3140.0
T30101,2012-03-01,3160.0
T30101,2012-04-01,3160.0
T30101,2012-05-01,3200.0
T30101,2012-06-01,3220.0
T30101,2012-07-01,3210.0
T30101,2012-08-01,3200.0
T30101,2012-09-01,3200.0
T30101,2012-10-01,3190.0
T30101,2012-11-01,3190.0
T30101,2012-12-01,3230.0
T30101,2013-01-01,3140.0
T30101,2013-02-01,3180.0
T30101,2013-03-01,3170.0
T30101,2013-04-01,3170.0
T30101,2013-05-01,3180.0
T30101,2013-06-01,3220.0
T30101,2013-07-01,3210.0
T30101,2013-08-01,3180.0
T30101,2013-09-01,3150.0
T30101,2013-10-01,3150.0
T30101,2013-11-01,3160.0
T30101,2013-12-01,3190.0
T30101,2014-01-01,3090.0
T30101,2014-02-01,3130.0
T30101,2014-03-01,3100.0
T30101,2014-04-01,3090.0
T30101,2014-05-01,3120.0
T30101,2014-06-01,3150.0
T30101,2014-07-01,3150.0
T30101,2014-08-01,3150.0
T30101,2014-09-01,3100.0
T30101,2014-10-01,3100.0
T30101,2014-11-01,3110.0
T30101,2014-12-01,3150.0
T30101,2015-01-01,3050.0
T30101,2015-02-01,3080.0
T30101,2015-03-01,3060.0
T30101,2015-04-01,3070.0
T30101,2015-05-01,3100.0
T30101,2015-06-01,3110.0
T30101,2015-07-01,3110.0
T30101,2015-08-01,3110.0
T30101,2015-09-01,3090.0
T30101,2015-10-01,3070.0
T30101,2015-11-01,3070.0
T30101,2015-12-01,3050.0
T30101,2016-01-01,2970.0
T30101,2016-02-01,3010.0
T30101,2016-03-01,2980.0
T30101,2016-04-01,2990.0
T30101,2016-05-01,3050.0
T30101,2016-06-01,3070.0
T30101,2016-07-01,3080.0
T30101,2016-08-01,3090.0
T30101,2016-09-01,3060.0
T30101,2016-10-01,3050.0
T30101,2016-11-01,3000.0
T30101,2016-12-01,3020.0
T30137,2003-07-01,1810.0
T30137,2003-08-01,1850.0
T30137,2003-09-01,1820.0
T30137,2003-10-01,1790.0
T30137,2003-11-01,1760.0
T30137,2003-12-01,1730.0
T30137,2004-01-01,1620.0
T30137,2004-02-01,1630.0
T30137,2004-03-01,1690.0
T30137,2004-04-01,1670.0
T30137,2004-05-01,1720.0
T30137,2004-06-01,1710.0
T30137,2004-07-01,1780.0
T30137,2004-08-01,1770.0
T30137,2004-09-01,1750.0
T30137,2004-10-01,1750.0
T30137,2004-11-01,1740.0
T30137,2004-12-01,1730.0
T30137,2005-01-01,1660.0
T30137,2005-02-01,1680.0
T30137,2005-03-01,1690.0
T30137,2005-04-01,1730.0
T30137,2005-05-01,1780.0
T30137,2005-06-01,1790.0
T30137,2005-07-01,1870.0
T30137,2005-08-01,1930.0
T30137,2005-09-01,1930.0
T30137,2005-10-01,1910.0
T30137,2005-11-01,1890.0
T30137,2005-12-01,1880.0
T30137,2006-01-01,1860.0
