series_id,date,total_bulk_and_bagged_units,average_sales_price,plu_4046_units,plu_4225_units,plu_4770_units,small_bagged_units,large_bagged_units,xlarge_bagged_units,is_organic
Roanoke_conventional,2017-05-14,164.929,0.99,49.149,24.238,0.098,83.41,7.994,0.039,0
Roanoke_conventional,2017-05-21,172.518,1.01,39.721,44.646,0.152,78.05,9.942,0.006,0
Roanoke_conventional,2017-05-28,165.711,1.15,42.689,46.417,0.107,62.799,13.638,0.061,0
Roanoke_conventional,2017-06-04,151.098,1.23,35.865,51.698,0.077,58.886,4.012,0.56,0
Roanoke_conventional,2017-06-11,155.041,1.16,31.085,50.163,0.094,70.183,0.61,2.905,0
Roanoke_conventional,2017-06-18,152.802,1.16,30.546,47.418,0.098,69.63,2.861,2.25,0
Roanoke_conventional,2017-06-25,146.132,1.15,28.194,47.198,0.097,58.834,9.493,2.315,0
Roanoke_conventional,2017-07-02,156.098,1.13,29.008,44.06,0.089,75.456,4.064,3.423,0
Roanoke_conventional,2017-07-09,157.798,1.11,29.284,43.864,0.233,78.578,2.539,3.3,0
Roanoke_conventional,2017-07-16,159.92,1.16,42.471,40.719,0.222,67.961,6.304,2.242,0
Roanoke_conventional,2017-07-23,141.148,1.17,36.513,40.396,0.321,58.375,3.505,2.038,0
Roanoke_conventional,2017-07-30,123.477,1.29,25.323,41.333,0.182,49.648,5.731,1.26,0
Roanoke_conventional,2017-08-06,124.12,1.29,28.072,42.705,0.168,48.159,3.336,1.68,0
Roanoke_conventional,2017-08-13,109.713,1.38,26.241,40.275,0.137,36.752,4.722,1.587,0
Roanoke_conventional,2017-08-20,123.267,1.41,28.139,35.074,0.064,52.793,5.475,1.722,0
Roanoke_conventional,2017-08-27,126.647,1.43,30.304,35.206,0.102,54.51,5.541,0.983,0
Roanoke_conventional,2017-09-03,115.506,1.45,27.599,37.447,0.091,43.969,5.062,1.338,0
Roanoke_conventional,2017-09-10,110.081,1.53,25.757,28.947,0.095,48.825,4.896,1.561,0
Roanoke_conventional,2017-09-17,113.232,1.5,26.063,35.97,0.045,47.158,3.583,0.413,0
Roanoke_conventional,2017-09-24,118.081,1.51,25.125,39.486,0.072,49.231,4.111,0.056,0
Roanoke_organic,2016-08-14,9.274,1.26,0.1,3.812,0.0,1.314,4.048,0.0,1
Roanoke_organic,2016-08-21,9.794,1.41,0.078,3.84,0.0,1.49,4.386,0.0,1
Roanoke_organic,2016-08-28,11.055,1.05,0.067,3.677,0.0,1.541,5.77,0.0,1
Roanoke_organic,2016-09-04,11.844,1.15,0.098,3.796,0.0,1.605,6.345,0.0,1
Roanoke_organic,2016-09-11,12.126,1.08,0.101,3.899,0.0,1.659,6.468,0.0,1
Roanoke_organic,2016-09-18,8.24,1.52,0.058,3.901,0.0,1.893,2.387,0.0,1
Roanoke_organic,2016-09-25,10.226,1.34,0.051,3.433,0.0,2.183,4.559,0.0,1
Roanoke_organic,2016-10-02,5.792,1.69,0.06,3.549,0.0,1.603,0.58,0.0,1
Roanoke_organic,2016-10-09,12.751,1.02,0.051,3.881,0.0,2.236,6.583,0.0,1
Roanoke_organic,2016-10-16,8.323,1.15,0.052,3.016,0.0,1.582,3.673,0.0,1
Roanoke_organic,2016-10-23,12.376,0.97,0.089,3.436,0.0,1.475,7.376,0.0,1
Roanoke_organic,2016-10-30,6.336,1.77,0.052,4.204,0.0,1.422,0.658,0.0,1
Roanoke_organic,2016-11-06,13.847,0.96,0.055,3.558,0.0,2.18,8.054,0.0,1
Roanoke_organic,2016-11-13,9.499,1.17,0.065,2.933,0.0,1.297,5.204,0.0,1
Roanoke_organic,2016-11-20,9.216,0.98,0.076,2.398,0.0,1.186,5.555,0.0,1
Roanoke_organic,2016-11-27,6.188,1.1,0.018,1.878,0.0,1.075,3.217,0.0,1
Roanoke_organic,2016-12-04,7.013,1.16,0.071,2.425,0.0,0.837,3.68,0.0,1
Roanoke_organic,2016-12-11,6.117,1.39,0.087,2.532,0.0,1.789,1.708,0.0,1
Roanoke_organic,2016-12-18,4.815,1.5,0.182,2.715,0.0,1.625,0.293,0.0,1
Roanoke_organic,2016-12-25,3.911,1.68,0.18,2.219,0.0,1.476,0.037,0.0,1
Roanoke_organic,2017-01-01,3.97,1.51,0.213,2.338,0.0,1.257,0.163,0.0,1
Roanoke_organic,2017-01-08,5.241,1.61,0.264,2.764,0.0,2.213,0.0,0.0,1
Roanoke_organic,2017-01-15,5.399,1.6,0.194,3.113,0.0,2.091,0.0,0.0,1
Roanoke_organic,2017-01-22,7.526,1.16,0.234,2.585,0.0,2.177,2.529,0.0,1
Roanoke_organic,2017-01-29,7.933,1.18,0.34,3.824,0.0,1.293,2.476,0.0,1
Roanoke_organic,2017-02-05,9.743,1.14,0.225,5.303,0.0,1.978,2.237,0.0,1
Roanoke_organic,2017-02-12,11.415,0.88,0.212,3.014,0.0,1.869,6.32,0.0,1
Roanoke_organic,2017-02-19,10.024,0.94,0.231,2.673,0.0,1.894,5.226,0.0,1
Roanoke_organic,2017-02-26,14.724,0.77,0.246,2.76,0.0,2.3,9.419,0.0,1
Roanoke_organic,2017-03-05,15.787,0.7,0.338,2.105,0.0,2.069,11.276,0.0,1
Roanoke_organic,2017-03-12,8.967,1.13,0.298,2.538,0.0,2.334,3.797,0.0,1
Roanoke_organic,2017-03-19,7.984,1.2,0.222,2.146,0.0,2.558,3.058,0.0,1
Roanoke_organic,2017-03-26,15.33,0.84,0.258,2.812,0.0,2.142,10.117,0.0,1
Roanoke_organic,2017-04-02,10.9,1.19,0.309,3.031,0.0,2.515,5.044,0.0,1
Roanoke_organic,2017-04-09,15.202,0.89,0.382,2.93,0.0,2.332,9.557,0.0,1
Roanoke_organic,2017-04-16,10.898,1.24,0.383,2.457,0.0,2.882,5.177,0.0,1
Roanoke_organic,2017-04-23,7.527,1.58,0.34,2.414,0.0,2.203,2.57,0.0,1
Roanoke_organic,2017-04-30,6.799,1.87,0.354,2.776,0.0,2.373,1.296,0.0,1
Roanoke_organic,2017-05-07,7.509,1.72,0.343,2.428,0.0,2.137,2.601,0.0,1
Roanoke_organic,2017-05-14,5.838,1.81,0.23,2.146,0.0,2.916,0.545,0.0,1
Roanoke_organic,2017-05-21,7.577,1.59,0.337,2.483,0.0,2.336,2.421,0.0,1
Roanoke_organic,2017-05-28,11.9,1.37,0.297,2.385,0.0,2.087,7.131,0.0,1
Roanoke_organic,2017-06-04,10.059,1.51,0.318,2.675,0.0,1.765,5.301,0.0,1
Roanoke_organic,2017-06-11,8.362,1.35,0.279,3.013,0.0,1.557,3.512,0.0,1
Roanoke_organic,2017-06-18,7.557,1.61,0.386,3.386,0.0,1.494,2.292,0.0,1
Roanoke_organic,2017-06-25,8.87,1.42,0.254,2.759,0.0,1.647,4.211,0.0,1
Roanoke_organic,2017-07-02,5.965,1.78,0.213,2.697,0.0,1.472,1.583,0.0,1
Roanoke_organic,2017-07-09,9.009,1.62,0.328,2.701,0.0,1.518,4.462,0.0,1
Roanoke_organic,2017-07-16,6.337,1.64,0.242,2.226,0.0,3.079,0.79,0.0,1
Roanoke_organic,2017-07-23,9.902,1.49,0.366,2.772,0.0,5.245,1.519,0.0,1
Roanoke_organic,2017-07-30,7.786,1.59,0.31,2.134,0.0,3.78,1.561,0.0,1
Roanoke_organic,2017-08-06,7.24,1.81,0.282,2.012,0.0,3.799,1.146,0.0,1
Roanoke_organic,2017-08-13,6.017,2.0,0.296,1.578,0.0,3.871,0.272,0.0,1
Roanoke_organic,2017-08-20,8.04,2.08,0.353,1.992,0.0,4.347,1.348,0.0,1
Roanoke_organic,2017-08-27,6.628,2.17,0.312,2.074,0.0,3.088,1.155,0.0,1
Roanoke_organic,2017-09-03,8.02,2.27,0.358,1.952,0.0,3.208,2.502,0.0,1
Roanoke_organic,2017-09-10,8.032,2.19,0.259,1.88,0.0,3.564,2.33,0.0,1
Roanoke_organic,2017-09-17,7.848,1.9,0.233,1.598,0.0,4.434,1.582,0.0,1
Roanoke_organic,2017-09-24,7.803,2.08,0.226,1.466,0.0,3.594,2.516,0.0,1
Sacramento_conventional,2016-08-14,512.843,1.19,154.532,299.818,14.04,44.453,0.0,0.0,0
Sacramento_conventional,2016-08-21,456.755,1.27,181.12,217.956,10.653,46.759,0.009,0.258,0
Sacramento_conventional,2016-08-28,421.584,1.33,150.624,225.696,5.538,39.59,0.006,0.131,0
Sacramento_conventional,2016-09-04,472.09,1.32,153.24,247.685,4.575,66.372,0.003,0.215,0
Sacramento_conventional,2016-09-11,432.472,1.34,140.888,229.037,4.351,57.596,0.0,0.6,0
Sacramento_conventional,2016-09-18,407.814,1.39,124.963,234.69,3.772,40.849,1.177,2.363,0
Sacramento_conventional,2016-09-25,420.077,1.34,135.265,230.424,3.264,46.656,0.705,3.764,0
Sacramento_conventional,2016-10-02,381.993,1.35,136.133,191.756,4.079,48.792,0.0,1.232,0
Sacramento_conventional,2016-10-09,370.423,1.49,133.618,190.297,4.51,41.78,0.206,0.011,0
Sacramento_conventional,2016-10-16,330.213,1.61,102.99,180.666,2.661,41.539,1.036,1.32,0
Sacramento_conventional,2016-10-23,253.164,1.59,82.313,127.357,1.93,36.824,2.029,2.71,0
Sacramento_conventional,2016-10-30,238.699,1.79,97.714,118.831,1.177,20.196,0.436,0.345,0
Sacramento_conventional,2016-11-06,266.345,1.78,93.519,137.695,1.45,33.675,0.006,0.0,0
Sacramento_conventional,2016-11-13,277.735,1.62,93.242,144.958,1.255,38.274,0.006,0.0,0
Sacramento_conventional,2016-11-20,289.774,1.53,94.61,151.992,1.202,41.823,0.142,0.005,0
Sacramento_conventional,2016-11-27,279.334,1.43,89.559,150.299,1.112,35.373,0.716,2.275,0
Sacramento_conventional,2016-12-04,315.956,1.29,110.569,156.813,1.306,45.56,0.382,1.325,0
Sacramento_conventional,2016-12-11,434.567,1.03,106.96,275.887,1.253,43.426,5.504,1.537,0
Sacramento_conventional,2016-12-18,384.448,1.04,125.324,218.206,0.888,32.583,5.207,2.24,0
Sacramento_conventional,2016-12-25,428.248,1.07,119.612,263.467,0.811,39.137,2.869,2.352,0
Sacramento_conventional,2017-01-01,526.766,0.98,144.876,339.664,0.661,37.921,2.018,1.625,0
Sacramento_conventional,2017-01-08,506.805,1.15,156.654,276.139,0.643,66.988,4.337,2.045,0
Sacramento_conventional,2017-01-15,469.432,1.2,147.646,275.718,0.671,42.762,2.405,0.23,0
Sacramento_conventional,2017-01-22,532.733,0.98,166.865,321.763,2.249,41.369,0.488,0.0,0
Sacramento_conventional,2017-01-29,513.293,1.08,203.93,247.415,7.505,52.022,0.036,2.386,0
Sacramento_conventional,2017-02-05,808.809,0.98,321.474,418.159,11.962,56.599,0.043,0.571,0
Sacramento_conventional,2017-02-12,423.595,1.08,173.371,188.128,9.247,51.823,0.186,0.84,0
Sacramento_conventional,2017-02-19,431.83,1.2,126.78,247.569,8.981,45.747,0.009,2.744,0
Sacramento_conventional,2017-02-26,499.261,1.08,163.501,282.429,6.156,45.583,0.243,1.35,0
Sacramento_conventional,2017-03-05,431.349,1.32,162.323,212.459,5.242,50.742,0.394,0.19,0
Sacramento_conventional,2017-03-12,354.783,1.61,113.888,189.365,1.981,47.381,0.08,2.088,0
Sacramento_conventional,2017-03-19,372.216,1.59,126.853,190.506,1.31,51.317,0.039,2.192,0
Sacramento_conventional,2017-03-26,375.226,1.57,136.447,190.537,1.187,44.747,0.095,2.212,0
Sacramento_conventional,2017-04-02,385.735,1.58,141.456,192.901,1.103,48.822,0.048,1.405,0
Sacramento_conventional,2017-04-09,431.593,1.36,131.487,248.393,1.004,46.825,0.006,3.878,0
Sacramento_conventional,2017-04-16,370.817,1.58,137.217,183.754,1.073,47.375,0.158,1.24,0
Sacramento_conventional,2017-04-23,370.499,1.6,140.312,183.045,1.05,44.01,0.117,1.965,0
Sacramento_conventional,2017-04-30,391.714,1.62,143.615,197.927,0.874,46.808,0.211,2.279,0
Sacramento_conventional,2017-05-07,560.447,1.4,157.077,348.135,1.707,49.645,0.568,3.315,0
Sacramento_conventional,2017-05-14,410.45,1.56,152.535,199.992,1.396,54.722,0.509,1.295,0
Sacramento_conventional,2017-05-21,403.96,1.64,140.006,211.234,1.386,49.064,0.475,1.795,0
Sacramento_conventional,2017-05-28,481.636,1.55,161.378,265.046,1.129,51.629,0.374,2.08,0
Sacramento_conventional,2017-06-04,428.553,1.61,160.86,210.208,2.619,51.366,0.317,3.183,0
Sacramento_conventional,2017-06-11,440.572,1.55,164.988,210.73,9.745,50.595,0.601,3.913,0
Sacramento_conventional,2017-06-18,448.931,1.59,164.648,215.645,10.7,53.795,0.757,3.386,0
Sacramento_conventional,2017-06-25,492.249,1.5,166.509,261.623,9.938,52.114,0.561,1.505,0
Sacramento_conventional,2017-07-02,509.256,1.55,157.25,285.875,12.975,50.509,0.677,1.97,0
Sacramento_conventional,2017-07-09,505.422,1.44,174.813,267.561,13.473,46.835,0.669,2.07,0
Sacramento_conventional,2017-07-16,461.109,1.58,159.108,257.4,4.592,37.655,1.102,1.253,0
Sacramento_conventional,2017-07-23,444.231,1.46,148.014,247.47,2.242,43.739,1.268,1.497,0
Sacramento_conventional,2017-07-30,503.413,1.41,149.73,306.328,2.244,42.049,1.13,1.933,0
Sacramento_conventional,2017-08-06,471.016,1.46,150.67,267.998,1.923,47.818,1.201,1.407,0
Sacramento_conventional,2017-08-13,455.886,1.44,142.234,263.667,3.221,43.676,1.228,1.86,0
Sacramento_conventional,2017-08-20,331.372,1.82,117.501,164.389,4.322,41.839,1.275,2.046,0
Sacramento_conventional,2017-08-27,341.841,1.87,120.934,178.392,1.938,39.282,0.109,1.186,0
Sacramento_conventional,2017-09-03,358.169,1.79,122.718,194.468,1.544,39.032,0.091,0.315,0
Sacramento_conventional,2017-09-10,361.079,1.63,121.829,195.817,1.393,41.469,0.098,0.473,0
Sacramento_conventional,2017-09-17,354.589,1.61,124.584,189.308,0.912,39.045,0.587,0.153,0
Sacramento_conventional,2017-09-24,314.818,1.7,89.05,187.831,0.963,34.708,2.069,0.196,0
Sacramento_organic,2016-08-14,7.49,1.96,1.651,5.562,0.0,0.277,0.0,0.0,1
Sacramento_organic,2016-08-21,6.172,2.19,1.456,4.408,0.0,0.308,0.0,0.0,1
Sacramento_organic,2016-08-28,6.919,2.23,1.197,5.359,0.003,0.36,0.0,0.0,1
Sacramento_organic,2016-09-04,6.914,2.19,1.312,5.222,0.0,0.38,0.0,0.0,1
Sacramento_organic,2016-09-11,7.223,2.19,1.513,5.358,0.004,0.345,0.003,0.0,1
Sacramento_organic,2016-09-18,7.096,2.17,1.675,5.064,0.003,0.344,0.01,0.0,1
Sacramento_organic,2016-09-25,6.759,2.18,1.733,4.759,0.009,0.251,0.007,0.0,1
Sacramento_organic,2016-10-02,6.409,2.33,1.4,4.712,0.008,0.269,0.02,0.0,1
Sacramento_organic,2016-10-09,5.635,2.39,1.179,4.136,0.0,0.32,0.0,0.0,1
Sacramento_organic,2016-10-16,4.316,2.13,1.3,2.583,0.0,0.433,0.0,0.0,1
Sacramento_organic,2016-10-23,5.525,2.23,1.044,3.808,0.005,0.668,0.0,0.0,1
Sacramento_organic,2016-10-30,5.677,2.44,1.55,3.616,0.0,0.51,0.0,0.0,1
Sacramento_organic,2016-11-06,5.372,2.82,1.77,3.106,0.0,0.494,0.003,0.0,1
Sacramento_organic,2016-11-13,6.026,2.65,1.982,3.037,0.0,0.999,0.009,0.0,1
Sacramento_organic,2016-11-20,5.414,2.54,1.621,2.602,0.003,1.128,0.059,0.0,1
Sacramento_organic,2016-11-27,4.144,2.61,1.532,2.162,0.003,0.433,0.015,0.0,1
Sacramento_organic,2016-12-04,4.385,2.52,1.688,2.235,0.0,0.462,0.0,0.0,1
Sacramento_organic,2016-12-11,3.875,2.46,1.284,2.306,0.0,0.286,0.0,0.0,1
Sacramento_organic,2016-12-18,3.769,2.36,1.377,2.178,0.0,0.215,0.0,0.0,1
Sacramento_organic,2016-12-25,4.568,2.41,1.45,2.868,0.003,0.248,0.0,0.0,1
Sacramento_organic,2017-01-01,5.635,2.24,1.907,3.364,0.0,0.364,0.0,0.0,1
Sacramento_organic,2017-01-08,5.692,2.15,1.631,3.665,0.0,0.396,0.0,0.0,1
Sacramento_organic,2017-01-15,5.268,2.31,1.503,3.493,0.0,0.265,0.007,0.0,1
Sacramento_organic,2017-01-22,6.016,1.89,1.801,3.931,0.0,0.284,0.0,0.0,1
Sacramento_organic,2017-01-29,6.748,2.02,1.653,4.786,0.012,0.297,0.0,0.0,1
Sacramento_organic,2017-02-05,7.712,1.6,2.241,5.057,0.0,0.414,0.0,0.0,1
Sacramento_organic,2017-02-12,5.559,2.25,1.708,3.23,0.0,0.621,0.0,0.0,1
Sacramento_organic,2017-02-19,5.376,2.32,1.718,3.243,0.001,0.414,0.0,0.0,1
Sacramento_organic,2017-02-26,6.617,2.06,1.809,4.379,0.0,0.428,0.0,0.0,1
Sacramento_organic,2017-03-05,6.057,2.5,1.737,3.854,0.0,0.466,0.0,0.0,1
Sacramento_organic,2017-03-12,6.022,2.36,1.644,3.656,0.003,0.72,0.0,0.0,1
Sacramento_organic,2017-03-19,5.971,2.46,1.795,3.45,0.0,0.726,0.0,0.0,1
Sacramento_organic,2017-03-26,6.509,2.44,2.085,3.6,0.0,0.825,0.0,0.0,1
Sacramento_organic,2017-04-02,6.244,2.31,2.073,3.329,0.0,0.842,0.0,0.0,1
Sacramento_organic,2017-04-09,6.283,2.37,2.156,3.467,0.0,0.654,0.007,0.0,1
Sacramento_organic,2017-04-16,6.274,2.35,2.026,3.502,0.0,0.744,0.003,0.0,1
Sacramento_organic,2017-04-23,6.765,2.29,1.968,3.979,0.0,0.818,0.0,0.0,1
Sacramento_organic,2017-04-30,6.332,2.39,2.222,3.239,0.001,0.865,0.004,0.0,1
Sacramento_organic,2017-05-07,5.322,2.52,1.862,3.059,0.0,0.401,0.0,0.0,1
Sacramento_organic,2017-05-14,5.255,2.43,1.982,2.481,0.003,0.786,0.004,0.0,1
Sacramento_organic,2017-05-21,5.955,2.4,2.136,2.881,0.001,0.897,0.04,0.0,1
Sacramento_organic,2017-05-28,6.663,2.46,2.305,3.466,0.0,0.882,0.009,0.0,1
Sacramento_organic,2017-06-04,6.821,2.43,2.184,3.605,0.0,1.03,0.002,0.0,1
Sacramento_organic,2017-06-11,6.504,2.5,2.177,3.528,0.0,0.797,0.002,0.0,1
Sacramento_organic,2017-06-18,7.058,2.48,2.609,3.617,0.0,0.825,0.007,0.0,1
Sacramento_organic,2017-06-25,5.626,2.37,2.006,2.82,0.0,0.796,0.003,0.0,1
Sacramento_organic,2017-07-02,4.572,2.32,1.473,2.438,0.003,0.656,0.003,0.0,1
Sacramento_organic,2017-07-09,3.563,2.36,1.253,1.982,0.0,0.322,0.005,0.0,1
Sacramento_organic,2017-07-16,5.103,2.19,1.251,2.444,0.0,1.409,0.0,0.0,1
Sacramento_organic,2017-07-23,7.041,1.97,1.475,2.452,0.0,3.115,0.0,0.0,1
Sacramento_organic,2017-07-30,5.676,1.86,0.812,2.097,0.0,2.756,0.012,0.0,1
Sacramento_organic,2017-08-06,6.886,1.99,1.62,2.516,0.0,2.741,0.009,0.0,1
Sacramento_organic,2017-08-13,8.707,2.09,2.079,3.059,0.0,3.565,0.003,0.0,1
Sacramento_organic,2017-08-20,8.188,2.33,2.355,2.815,0.001,3.013,0.003,0.0,1
Sacramento_organic,2017-08-27,7.198,2.49,2.222,2.803,0.0,2.173,0.0,0.0,1
Sacramento_organic,2017-09-03,8.23,2.15,2.654,3.299,0.0,2.277,0.0,0.0,1
Sacramento_organic,2017-09-10,8.035,1.96,3.074,3.485,0.0,1.476,0.0,0.0,1
Sacramento_organic,2017-09-17,9.175,1.92,3.47,3.797,0.0,1.907,0.0,0.0,1
Sacramento_organic,2017-09-24,7.344,1.89,2.672,3.112,0.0,1.557,0.003,0.0,1
SanDiego_conventional,2016-08-14,499.056,1.19,151.195,164.961,17.325,149.734,15.842,0.0,0
SanDiego_conventional,2016-08-21,578.63,0.94,227.978,127.819,13.817,194.537,14.38,0.099,0
SanDiego_conventional,2016-08-28,620.041,0.9,244.514,145.516,14.633,204.056,10.855,0.468,0
SanDiego_conventional,2016-09-04,550.757,1.06,186.261,164.05,12.126,177.176,10.942,0.201,0
SanDiego_conventional,2016-09-11,498.556,1.08,164.685,144.232,12.611,161.785,15.188,0.055,0
SanDiego_conventional,2016-09-18,457.197,1.18,147.767,139.189,12.716,144.314,11.857,1.354,0
SanDiego_conventional,2016-09-25,566.09,1.05,217.68,136.015,15.809,182.693,12.821,1.072,0
SanDiego_conventional,2016-10-02,534.802,1.09,209.856,131.355,17.066,159.927,15.812,0.785,0
SanDiego_conventional,2016-10-09,473.047,1.25,143.508,142.805,15.433,150.538,20.262,0.5,0
SanDiego_conventional,2016-10-16,443.368,1.27,133.021,139.616,14.088,137.002,16.988,2.653,0
SanDiego_conventional,2016-10-23,366.027,1.32,127.392,119.29,13.216,91.095,13.11,1.924,0
SanDiego_conventional,2016-10-30,270.942,1.65,88.975,119.08,14.742,41.712,6.337,0.095,0
SanDiego_conventional,2016-11-06,292.3,1.68,89.365,128.357,18.57,46.336,8.804,0.868,0
SanDiego_conventional,2016-11-13,353.829,1.37,120.524,126.173,18.445,74.993,13.258,0.435,0
SanDiego_conventional,2016-11-20,369.682,1.25,135.338,120.006,14.499,85.262,14.193,0.385,0
SanDiego_conventional,2016-11-27,392.291,1.08,160.596,108.872,12.51,98.751,10.626,0.936,0
SanDiego_conventional,2016-12-04,499.144,0.85,214.063,133.319,15.081,128.682,6.275,1.724,0
SanDiego_conventional,2016-12-11,505.123,0.81,139.067,205.743,14.737,91.917,53.238,0.422,0
SanDiego_conventional,2016-12-18,437.171,0.9,106.0,161.105,14.145,115.859,38.952,1.11,0
SanDiego_conventional,2016-12-25,473.73,0.89,118.03,191.755,14.438,125.661,22.081,1.766,0
SanDiego_conventional,2017-01-01,560.31,0.93,149.666,206.181,15.014,150.517,37.803,1.129,0
SanDiego_conventional,2017-01-08,582.835,0.96,146.165,222.744,15.301,161.975,36.31,0.34,0
SanDiego_conventional,2017-01-15,580.191,0.87,156.924,216.676,14.469,168.154,23.245,0.723,0
SanDiego_conventional,2017-01-22,695.873,0.74,313.594,174.729,15.139,179.361,13.05,0.0,0
SanDiego_conventional,2017-01-29,776.31,0.65,282.233,253.234,14.381,209.999,13.407,3.056,0
SanDiego_conventional,2017-02-05,892.741,0.63,260.419,290.224,20.314,318.872,2.887,0.025,0
SanDiego_conventional,2017-02-12,645.131,0.7,203.848,199.352,13.29,220.708,7.653,0.28,0
SanDiego_conventional,2017-02-19,497.334,0.97,164.518,156.159,17.241,154.011,5.01,0.395,0
SanDiego_conventional,2017-02-26,572.076,0.88,203.829,150.939,16.297,196.998,3.449,0.564,0
SanDiego_conventional,2017-03-05,517.701,1.04,163.425,176.305,19.186,157.805,0.55,0.431,0
SanDiego_conventional,2017-03-12,445.311,1.24,157.514,139.859,22.386,122.585,1.04,1.927,0
SanDiego_conventional,2017-03-19,460.356,1.25,150.848,132.526,19.948,154.727,1.291,1.016,0
SanDiego_conventional,2017-03-26,430.468,1.28,133.248,128.683,20.149,147.197,0.286,0.905,0
SanDiego_conventional,2017-04-02,455.329,1.22,144.115,131.344,20.998,154.152,4.014,0.707,0
SanDiego_conventional,2017-04-09,461.063,1.22,145.443,128.01,23.322,160.95,2.653,0.685,0
SanDiego_conventional,2017-04-16,465.625,1.29,148.202,137.654,22.572,156.169,0.122,0.905,0
SanDiego_conventional,2017-04-23,500.368,1.18,156.331,132.449,25.785,184.124,1.068,0.61,0
SanDiego_conventional,2017-04-30,498.382,1.18,166.864,136.883,26.023,166.655,0.128,1.829,0
SanDiego_conventional,2017-05-07,613.047,1.05,221.145,148.034,20.791,221.02,0.202,1.855,0
SanDiego_conventional,2017-05-14,556.947,1.08,196.723,132.665,18.989,206.313,0.09,2.167,0
SanDiego_conventional,2017-05-21,481.522,1.27,164.862,134.1,20.302,158.571,0.065,3.622,0
SanDiego_conventional,2017-05-28,532.494,1.27,183.306,147.79,22.851,172.876,0.022,5.649,0
SanDiego_conventional,2017-06-04,559.985,1.13,184.954,132.977,20.22,219.392,0.163,2.279,0
SanDiego_conventional,2017-06-11,522.813,1.17,177.782,134.393,19.858,187.655,0.161,2.964,0
SanDiego_conventional,2017-06-18,591.732,1.1,214.633,163.049,19.626,189.387,0.387,4.65,0
SanDiego_conventional,2017-06-25,586.242,1.05,212.204,131.972,19.457,220.633,0.197,1.779,0
SanDiego_conventional,2017-07-02,584.481,1.23,200.562,165.727,23.223,191.414,0.048,3.508,0
SanDiego_conventional,2017-07-09,575.413,1.21,216.298,151.18,16.977,187.256,0.15,3.553,0
SanDiego_conventional,2017-07-16,449.544,1.48,181.913,134.914,22.439,102.399,4.885,2.995,0
SanDiego_conventional,2017-07-23,455.37,1.46,190.512,135.877,19.476,101.991,4.401,3.112,0
SanDiego_conventional,2017-07-30,444.014,1.48,174.486,137.656,21.224,101.947,6.75,1.952,0
SanDiego_conventional,2017-08-06,476.536,1.34,191.793,140.575,21.77,113.356,6.643,2.399,0
SanDiego_conventional,2017-08-13,499.111,1.24,188.852,165.179,24.0,113.038,7.028,1.014,0
SanDiego_conventional,2017-08-20,379.036,1.65,150.962,110.759,20.546,88.428,6.994,1.347,0
SanDiego_conventional,2017-08-27,356.448,1.79,143.125,120.384,19.739,67.689,4.536,0.975,0
SanDiego_conventional,2017-09-03,402.4,1.52,146.612,158.752,22.497,68.847,5.457,0.236,0
SanDiego_conventional,2017-09-10,351.223,1.71,132.531,124.345,17.827,71.727,4.604,0.19,0
SanDiego_conventional,2017-09-17,341.163,1.71,132.005,118.471,18.094,68.684,3.908,0.0,0
SanDiego_conventional,2017-09-24,330.96,1.74,123.025,119.912,17.12,67.782,3.117,0.004,0
SanDiego_organic,2016-08-14,15.585,1.91,3.489,8.753,0.005,0.512,2.825,0.0,1
SanDiego_organic,2016-08-21,12.24,1.92,3.47,6.775,0.0,1.757,0.238,0.0,1
SanDiego_organic,2016-08-28,14.359,1.89,2.606,8.259,0.0,3.283,0.211,0.0,1
SanDiego_organic,2016-09-04,15.731,1.79,2.161,8.452,0.0,4.219,0.898,0.0,1
SanDiego_organic,2016-09-11,18.423,1.59,2.501,13.057,0.0,1.95,0.915,0.0,1
SanDiego_organic,2016-09-18,10.274,2.15,1.29,8.196,0.0,0.756,0.033,0.0,1
SanDiego_organic,2016-09-25,9.831,2.35,0.734,8.359,0.0,0.738,0.0,0.0,1
SanDiego_organic,2016-10-02,12.216,1.99,0.981,7.577,0.0,3.659,0.0,0.0,1
SanDiego_organic,2016-10-09,10.5,2.22,0.908,7.918,0.0,1.673,0.0,0.0,1
SanDiego_organic,2016-10-16,11.257,2.28,1.074,9.006,0.0,1.177,0.0,0.0,1
SanDiego_organic,2016-10-23,8.534,2.73,0.653,6.987,0.0,0.893,0.0,0.0,1
SanDiego_organic,2016-10-30,8.934,2.74,1.854,6.534,0.0,0.546,0.0,0.0,1
SanDiego_organic,2016-11-06,11.3,2.51,1.169,7.7,0.0,0.498,1.933,0.0,1
SanDiego_organic,2016-11-13,10.262,2.1,0.914,6.46,0.0,0.83,2.057,0.0,1
SanDiego_organic,2016-11-20,8.536,2.22,0.748,6.107,0.0,0.72,0.961,0.0,1
SanDiego_organic,2016-11-27,10.272,2.12,0.865,7.228,0.0,0.38,1.798,0.0,1
SanDiego_organic,2016-12-04,9.419,2.06,1.465,6.546,0.0,0.54,0.868,0.0,1
SanDiego_organic,2016-12-11,14.514,1.49,1.07,9.925,0.005,0.527,2.987,0.0,1
SanDiego_organic,2016-12-18,12.212,1.63,0.829,9.348,0.052,0.403,1.579,0.0,1
